Customer_ID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Segment,RFM_Score,Segment
5473,244,2,19.71,1,3,2,132,6,Loyal Customers
5474,292,3,15.47,1,3,2,132,6,Loyal Customers
5475,61,6,354.7,3,4,4,344,11,Champions
5476,100,2,67.97999999999999,3,3,4,334,10,Champions
5477,211,2,11.059999999999999,2,3,2,232,7,Loyal Customers
5478,257,1,3.68,1,1,1,111,3,At Risk/Churn
5479,121,5,131.07,3,4,4,344,11,Champions
5480,58,4,38.22,3,4,3,343,10,Champions
5481,151,2,12.32,2,3,2,232,7,Loyal Customers
5482,192,4,284.31,2,4,4,244,10,Champions
5483,135,6,87.13,2,4,4,244,10,Champions
5484,151,2,9.23,2,3,1,231,6,Loyal Customers
5485,212,3,32.480000000000004,2,3,3,233,8,Loyal Customers
5486,135,6,224.09,2,4,4,244,10,Champions
5487,259,2,7.93,1,3,1,131,5,At Risk/Churn
5488,103,3,76.67999999999999,3,3,4,334,10,Champions
5489,159,2,39.81,2,3,3,233,8,Loyal Customers
5490,31,1,3.27,4,1,1,411,6,Loyal Customers
5491,251,4,97.01,1,4,4,144,9,Champions
5492,120,2,94.19,3,3,4,334,10,Champions
5493,199,1,103.23,2,1,4,214,7,Loyal Customers
5494,334,1,25.3,1,1,3,113,5,At Risk/Churn
5495,182,2,67.13000000000001,2,3,4,234,9,Champions
5496,307,3,518.75,1,3,4,134,8,Loyal Customers
5497,12,2,19.799999999999997,4,3,2,432,9,Champions
5498,156,1,9.56,2,1,1,211,4,At Risk/Churn
5499,121,2,8.09,3,3,1,331,7,Loyal Customers
5500,30,2,18.799999999999997,4,3,2,432,9,Champions
5501,262,1,14.54,1,1,2,112,4,At Risk/Churn
5502,298,1,4.57,1,1,1,111,3,At Risk/Churn
5503,345,1,22.97,1,1,2,112,4,At Risk/Churn
5504,30,1,3.44,4,1,1,411,6,Loyal Customers
5505,314,1,56.21,1,1,3,113,5,At Risk/Churn
5506,100,1,3.24,3,1,1,311,5,At Risk/Churn
5507,283,1,6.6899999999999995,1,1,1,111,3,At Risk/Churn
5508,256,1,4.5,1,1,1,111,3,At Risk/Churn
5509,294,2,30.45,1,3,3,133,7,Loyal Customers
5510,321,1,14.59,1,1,2,112,4,At Risk/Churn
5511,25,1,15.43,4,1,2,412,7,Loyal Customers
5512,198,3,23.439999999999998,2,3,2,232,7,Loyal Customers
5513,31,2,144.64,4,3,4,434,11,Champions
5514,321,1,2.11,1,1,1,111,3,At Risk/Churn
5515,90,1,32.78,3,1,3,313,7,Loyal Customers
5516,182,1,25.93,2,1,3,213,6,Loyal Customers
5517,242,1,4.5,2,1,1,211,4,At Risk/Churn
5518,339,2,50.34,1,3,3,133,7,Loyal Customers
5519,354,1,15.75,1,1,2,112,4,At Risk/Churn
5520,354,1,6.35,1,1,1,111,3,At Risk/Churn
5521,363,1,12.36,1,1,2,112,4,At Risk/Churn
5522,29,9,57.89,4,4,3,443,11,Champions
5523,85,1,11.62,3,1,2,312,6,Loyal Customers
5524,27,4,65.24000000000001,4,4,4,444,12,Champions
5525,181,2,9.399999999999999,2,3,1,231,6,Loyal Customers
5526,91,3,27.72,3,3,3,333,9,Champions
5527,316,1,8.24,1,1,1,111,3,At Risk/Churn
5528,153,1,30.41,2,1,3,213,6,Loyal Customers
5529,158,5,36.150000000000006,2,4,3,243,9,Champions
5530,346,1,23.93,1,1,3,113,5,At Risk/Churn
5531,345,1,9.0,1,1,1,111,3,At Risk/Churn
5532,150,8,211.08,2,4,4,244,10,Champions
5533,273,1,13.02,1,1,2,112,4,At Risk/Churn
5534,59,4,52.79,3,4,3,343,10,Champions
5535,30,6,300.83,4,4,4,444,12,Champions
5536,29,2,38.769999999999996,4,3,3,433,10,Champions
5537,60,6,635.72,3,4,4,344,11,Champions
5538,305,1,88.75999999999999,1,1,4,114,6,Loyal Customers
5539,153,2,11.75,2,3,2,232,7,Loyal Customers
5540,274,1,6.0,1,1,1,111,3,At Risk/Churn
5541,30,12,392.53,4,4,4,444,12,Champions
5542,92,1,5.25,3,1,1,311,5,At Risk/Churn
5543,213,6,52.37,2,4,3,243,9,Champions
5544,309,1,4.77,1,1,1,111,3,At Risk/Churn
5545,272,1,13.59,1,1,2,112,4,At Risk/Churn
5546,94,1,10.71,3,1,2,312,6,Loyal Customers
5547,285,2,29.259999999999998,1,3,3,133,7,Loyal Customers
5548,309,2,9.74,1,3,1,131,5,At Risk/Churn
5549,293,1,32.96,1,1,3,113,5,At Risk/Churn
5550,245,2,36.96,1,3,3,133,7,Loyal Customers
5551,119,3,146.57999999999998,3,3,4,334,10,Champions
5552,237,1,17.71,2,1,2,212,5,At Risk/Churn
5553,183,1,13.43,2,1,2,212,5,At Risk/Churn
5554,116,1,26.6,3,1,3,313,7,Loyal Customers
5555,309,1,10.12,1,1,1,111,3,At Risk/Churn
5556,287,1,12.030000000000001,1,1,2,112,4,At Risk/Churn
5557,122,3,103.68,2,3,4,234,9,Champions
5558,349,1,7.0,1,1,1,111,3,At Risk/Churn
5559,213,1,5.03,2,1,1,211,4,At Risk/Churn
5560,59,1,3.38,3,1,1,311,5,At Risk/Churn
5561,160,1,23.52,2,1,2,212,5,At Risk/Churn
5562,216,1,5.38,2,1,1,211,4,At Risk/Churn
5563,340,1,27.08,1,1,3,113,5,At Risk/Churn
5564,61,1,6.54,3,1,1,311,5,At Risk/Churn
5565,121,2,44.6,3,3,3,333,9,Champions
5566,113,1,15.8,3,1,2,312,6,Loyal Customers
5567,347,1,11.46,1,1,2,112,4,At Risk/Churn
5568,275,4,39.74,1,4,3,143,8,Loyal Customers
5569,191,4,365.35,2,4,4,244,10,Champions
5570,293,1,21.52,1,1,2,112,4,At Risk/Churn
5571,30,1,11.18,4,1,2,412,7,Loyal Customers
5572,98,2,34.68,3,3,3,333,9,Champions
5573,30,2,11.66,4,3,2,432,9,Champions
5574,274,2,6.49,1,3,1,131,5,At Risk/Churn
5575,245,2,9.61,1,3,1,131,5,At Risk/Churn
5576,307,1,13.31,1,1,2,112,4,At Risk/Churn
5577,172,1,12.82,2,1,2,212,5,At Risk/Churn
5578,105,1,4.57,3,1,1,311,5,At Risk/Churn
5579,334,1,14.0,1,1,2,112,4,At Risk/Churn
5580,340,1,0.88,1,1,1,111,3,At Risk/Churn
5581,153,2,9.879999999999999,2,3,1,231,6,Loyal Customers
5582,87,2,31.26,3,3,3,333,9,Champions
5583,56,1,5.56,3,1,1,311,5,At Risk/Churn
5584,184,4,164.88,2,4,4,244,10,Champions
5585,28,3,17.61,4,3,2,432,9,Champions
5586,213,1,10.190000000000001,2,1,2,212,5,At Risk/Churn
5587,323,1,12.84,1,1,2,112,4,At Risk/Churn
5588,314,1,13.93,1,1,2,112,4,At Risk/Churn
5589,343,1,8.25,1,1,1,111,3,At Risk/Churn
5590,61,2,36.73,3,3,3,333,9,Champions
5591,107,2,19.71,3,3,2,332,8,Loyal Customers
5592,171,2,33.95,2,3,3,233,8,Loyal Customers
5593,165,1,14.6,2,1,2,212,5,At Risk/Churn
5594,336,1,36.0,1,1,3,113,5,At Risk/Churn
5595,311,1,5.92,1,1,1,111,3,At Risk/Churn
5596,167,1,9.1,2,1,1,211,4,At Risk/Churn
5597,256,1,22.98,1,1,2,112,4,At Risk/Churn
5598,166,2,17.13,2,3,2,232,7,Loyal Customers
5599,152,5,113.58,2,4,4,244,10,Champions
5600,233,4,115.03,2,4,4,244,10,Champions
5601,150,3,263.83,2,3,4,234,9,Champions
5602,348,1,1.89,1,1,1,111,3,At Risk/Churn
5603,342,1,8.32,1,1,1,111,3,At Risk/Churn
5604,92,1,28.060000000000002,3,1,3,313,7,Loyal Customers
5605,253,2,59.61,1,3,3,133,7,Loyal Customers
5606,289,1,43.56,1,1,3,113,5,At Risk/Churn
5607,320,1,5.88,1,1,1,111,3,At Risk/Churn
5608,210,2,9.25,2,3,1,231,6,Loyal Customers
5609,152,1,9.68,2,1,1,211,4,At Risk/Churn
5610,315,1,8.97,1,1,1,111,3,At Risk/Churn
5611,193,1,3.15,2,1,1,211,4,At Risk/Churn
5612,338,3,41.36,1,3,3,133,7,Loyal Customers
5613,303,1,7.43,1,1,1,111,3,At Risk/Churn
5614,92,1,6.75,3,1,1,311,5,At Risk/Churn
5615,304,1,62.41,1,1,3,113,5,At Risk/Churn
5616,337,1,18.3,1,1,2,112,4,At Risk/Churn
5617,321,1,5.0,1,1,1,111,3,At Risk/Churn
5618,338,1,12.5,1,1,2,112,4,At Risk/Churn
5619,362,1,9.81,1,1,1,111,3,At Risk/Churn
5620,149,1,9.6,2,1,1,211,4,At Risk/Churn
5621,275,1,11.690000000000001,1,1,2,112,4,At Risk/Churn
5622,202,1,13.5,2,1,2,212,5,At Risk/Churn
5623,153,1,10.56,2,1,2,212,5,At Risk/Churn
5624,61,3,49.58,3,3,3,333,9,Champions
5625,213,2,58.49,2,3,3,233,8,Loyal Customers
5626,104,2,46.49,3,3,3,333,9,Champions
5627,59,6,87.61,3,4,4,344,11,Champions
5628,293,1,4.23,1,1,1,111,3,At Risk/Churn
5629,191,2,14.27,2,3,2,232,7,Loyal Customers
5630,253,2,39.83,1,3,3,133,7,Loyal Customers
5631,109,1,5.66,3,1,1,311,5,At Risk/Churn
5632,47,1,33.63,3,1,3,313,7,Loyal Customers
5633,214,1,23.43,2,1,2,212,5,At Risk/Churn
5634,104,3,36.38,3,3,3,333,9,Champions
5635,152,1,13.07,2,1,2,212,5,At Risk/Churn
5636,213,2,22.46,2,3,2,232,7,Loyal Customers
5637,344,1,12.27,1,1,2,112,4,At Risk/Churn
5638,134,1,10.850000000000001,2,1,2,212,5,At Risk/Churn
5639,30,1,5.03,4,1,1,411,6,Loyal Customers
5640,152,1,5.87,2,1,1,211,4,At Risk/Churn
5641,320,5,49.37,1,4,3,143,8,Loyal Customers
5642,322,1,14.309999999999999,1,1,2,112,4,At Risk/Churn
5643,310,1,51.56999999999999,1,1,3,113,5,At Risk/Churn
5644,221,1,20.21,2,1,2,212,5,At Risk/Churn
5645,321,1,79.06,1,1,4,114,6,Loyal Customers
5646,337,2,25.82,1,3,3,133,7,Loyal Customers
5647,79,2,154.9,3,3,4,334,10,Champions
5648,249,1,8.56,1,1,1,111,3,At Risk/Churn
5649,284,1,2.91,1,1,1,111,3,At Risk/Churn
5650,152,2,12.209999999999999,2,3,2,232,7,Loyal Customers
5651,257,1,11.04,1,1,2,112,4,At Risk/Churn
5652,177,1,17.21,2,1,2,212,5,At Risk/Churn
5653,55,2,49.87,3,3,3,333,9,Champions
5654,259,1,2.13,1,1,1,111,3,At Risk/Churn
5655,28,2,33.46,4,3,3,433,10,Champions
5656,59,1,5.38,3,1,1,311,5,At Risk/Churn
5657,354,1,2.06,1,1,1,111,3,At Risk/Churn
5658,180,3,49.96,2,3,3,233,8,Loyal Customers
5659,90,4,80.27,3,4,4,344,11,Champions
5660,258,1,4.02,1,1,1,111,3,At Risk/Churn
5661,78,6,40.97,3,4,3,343,10,Champions
5662,87,2,14.53,3,3,2,332,8,Loyal Customers
5663,202,2,62.49,2,3,3,233,8,Loyal Customers
5664,121,1,16.69,3,1,2,312,6,Loyal Customers
5665,140,1,5.13,2,1,1,211,4,At Risk/Churn
5666,313,1,5.12,1,1,1,111,3,At Risk/Churn
5667,352,1,28.49,1,1,3,113,5,At Risk/Churn
5668,118,1,16.74,3,1,2,312,6,Loyal Customers
5669,72,1,4.29,3,1,1,311,5,At Risk/Churn
5670,273,1,4.27,1,1,1,111,3,At Risk/Churn
5671,319,1,67.22,1,1,4,114,6,Loyal Customers
5672,157,3,48.260000000000005,2,3,3,233,8,Loyal Customers
5673,305,1,5.12,1,1,1,111,3,At Risk/Churn
5674,119,1,20.03,3,1,2,312,6,Loyal Customers
5675,313,1,9.73,1,1,1,111,3,At Risk/Churn
5676,126,1,41.62,2,1,3,213,6,Loyal Customers
5677,340,1,8.37,1,1,1,111,3,At Risk/Churn
5678,214,1,14.6,2,1,2,212,5,At Risk/Churn
5679,286,1,15.54,1,1,2,112,4,At Risk/Churn
5680,92,1,5.73,3,1,1,311,5,At Risk/Churn
5681,199,1,69.12,2,1,4,214,7,Loyal Customers
5682,270,1,50.5,1,1,3,113,5,At Risk/Churn
5683,239,2,19.98,2,3,2,232,7,Loyal Customers
5684,273,1,22.17,1,1,2,112,4,At Risk/Churn
5685,211,1,6.07,2,1,1,211,4,At Risk/Churn
5686,314,1,11.25,1,1,2,112,4,At Risk/Churn
5687,119,2,39.12,3,3,3,333,9,Champions
5688,309,1,13.870000000000001,1,1,2,112,4,At Risk/Churn
5689,255,1,37.56,1,1,3,113,5,At Risk/Churn
5690,49,4,53.75,3,4,3,343,10,Champions
5691,182,1,12.98,2,1,2,212,5,At Risk/Churn
5692,61,1,6.0,3,1,1,311,5,At Risk/Churn
5693,118,1,46.24,3,1,3,313,7,Loyal Customers
5694,184,2,27.11,2,3,3,233,8,Loyal Customers
5695,263,1,14.030000000000001,1,1,2,112,4,At Risk/Churn
5696,88,1,7.44,3,1,1,311,5,At Risk/Churn
5697,104,1,10.57,3,1,2,312,6,Loyal Customers
5698,30,1,30.06,4,1,3,413,8,Loyal Customers
5699,276,1,1.42,1,1,1,111,3,At Risk/Churn
5700,134,1,0.54,2,1,1,211,4,At Risk/Churn
5701,311,1,20.33,1,1,2,112,4,At Risk/Churn
5702,265,1,18.5,1,1,2,112,4,At Risk/Churn
5703,279,1,37.16,1,1,3,113,5,At Risk/Churn
5704,169,1,9.4,2,1,1,211,4,At Risk/Churn
5705,249,1,15.780000000000001,1,1,2,112,4,At Risk/Churn
5706,364,1,8.87,1,1,1,111,3,At Risk/Churn
5707,136,2,13.05,2,3,2,232,7,Loyal Customers
5708,59,1,2.0,3,1,1,311,5,At Risk/Churn
5709,31,1,8.5,4,1,1,411,6,Loyal Customers
5710,24,2,41.2,4,3,3,433,10,Champions
5711,263,1,31.24,1,1,3,113,5,At Risk/Churn
5712,226,1,9.06,2,1,1,211,4,At Risk/Churn
5713,309,2,18.29,1,3,2,132,6,Loyal Customers
5714,332,1,28.82,1,1,3,113,5,At Risk/Churn
5715,153,4,81.46000000000001,2,4,4,244,10,Champions
5716,183,1,6.75,2,1,1,211,4,At Risk/Churn
5717,331,1,8.75,1,1,1,111,3,At Risk/Churn
5718,59,1,1.75,3,1,1,311,5,At Risk/Churn
5719,122,2,21.45,2,3,2,232,7,Loyal Customers
5720,39,1,11.79,4,1,2,412,7,Loyal Customers
5721,189,2,25.69,2,3,3,233,8,Loyal Customers
5722,173,1,20.0,2,1,2,212,5,At Risk/Churn
5723,163,1,4.19,2,1,1,211,4,At Risk/Churn
5724,146,1,20.66,2,1,2,212,5,At Risk/Churn
5725,274,2,67.43,1,3,4,134,8,Loyal Customers
5726,30,2,60.33,4,3,3,433,10,Champions
5727,183,1,6.68,2,1,1,211,4,At Risk/Churn
5728,316,1,9.0,1,1,1,111,3,At Risk/Churn
5729,92,3,35.51,3,3,3,333,9,Champions
5730,272,1,6.75,1,1,1,111,3,At Risk/Churn
5731,360,1,4.57,1,1,1,111,3,At Risk/Churn
5732,260,3,220.55,1,3,4,134,8,Loyal Customers
5733,30,7,147.15,4,4,4,444,12,Champions
5734,126,2,48.1,2,3,3,233,8,Loyal Customers
5735,127,3,93.63,2,3,4,234,9,Champions
5736,348,1,19.78,1,1,2,112,4,At Risk/Churn
5737,243,3,16.07,2,3,2,232,7,Loyal Customers
5738,58,12,112.59,3,4,4,344,11,Champions
5739,89,1,9.35,3,1,1,311,5,At Risk/Churn
5740,55,1,125.65,3,1,4,314,8,Loyal Customers
5741,289,1,5.59,1,1,1,111,3,At Risk/Churn
5742,90,5,124.06,3,4,4,344,11,Champions
5743,29,1,11.84,4,1,2,412,7,Loyal Customers
5744,57,2,15.870000000000001,3,3,2,332,8,Loyal Customers
5745,215,4,42.01,2,4,3,243,9,Champions
5746,309,1,17.09,1,1,2,112,4,At Risk/Churn
5747,79,2,20.22,3,3,2,332,8,Loyal Customers
5748,262,1,9.12,1,1,1,111,3,At Risk/Churn
5749,153,1,18.01,2,1,2,212,5,At Risk/Churn
5750,359,1,3.75,1,1,1,111,3,At Risk/Churn
5751,269,1,59.589999999999996,1,1,3,113,5,At Risk/Churn
5752,275,3,67.84,1,3,4,134,8,Loyal Customers
5753,31,11,190.8,4,4,4,444,12,Champions
5754,22,4,52.41,4,4,3,443,11,Champions
5755,211,1,6.12,2,1,1,211,4,At Risk/Churn
5756,155,2,18.23,2,3,2,232,7,Loyal Customers
5757,60,4,67.56,3,4,4,344,11,Champions
5758,341,1,10.56,1,1,2,112,4,At Risk/Churn
5759,244,1,4.43,1,1,1,111,3,At Risk/Churn
5760,151,5,49.65,2,4,3,243,9,Champions
5761,124,1,8.46,2,1,1,211,4,At Risk/Churn
5762,323,1,8.82,1,1,1,111,3,At Risk/Churn
5763,290,1,20.04,1,1,2,112,4,At Risk/Churn
5764,121,5,91.44,3,4,4,344,11,Champions
5765,206,4,34.47,2,4,3,243,9,Champions
5766,125,1,25.68,2,1,3,213,6,Loyal Customers
5767,121,5,159.25,3,4,4,344,11,Champions
5768,61,1,10.73,3,1,2,312,6,Loyal Customers
5769,292,3,62.379999999999995,1,3,3,133,7,Loyal Customers
5770,164,7,117.35,2,4,4,244,10,Champions
5771,343,1,22.189999999999998,1,1,2,112,4,At Risk/Churn
5772,89,7,92.91,3,4,4,344,11,Champions
5773,25,7,74.24,4,4,4,444,12,Champions
5774,310,2,43.04,1,3,3,133,7,Loyal Customers
5775,328,2,32.71,1,3,3,133,7,Loyal Customers
5776,213,3,519.61,2,3,4,234,9,Champions
5777,247,1,54.36,1,1,3,113,5,At Risk/Churn
5778,29,6,184.98,4,4,4,444,12,Champions
5779,314,1,32.25,1,1,3,113,5,At Risk/Churn
5780,262,2,26.82,1,3,3,133,7,Loyal Customers
5781,4,1,9.27,4,1,1,411,6,Loyal Customers
5782,343,1,5.0,1,1,1,111,3,At Risk/Churn
5783,149,1,4.91,2,1,1,211,4,At Risk/Churn
5784,333,1,8.69,1,1,1,111,3,At Risk/Churn
5785,61,2,26.22,3,3,3,333,9,Champions
5786,57,5,78.07000000000001,3,4,4,344,11,Champions
5787,83,3,19.73,3,3,2,332,8,Loyal Customers
5788,260,1,12.18,1,1,2,112,4,At Risk/Churn
5789,240,1,2.37,2,1,1,211,4,At Risk/Churn
5790,229,2,25.380000000000003,2,3,3,233,8,Loyal Customers
5791,114,1,38.22,3,1,3,313,7,Loyal Customers
5792,258,3,34.589999999999996,1,3,3,133,7,Loyal Customers
5793,276,1,20.310000000000002,1,1,2,112,4,At Risk/Churn
5794,303,1,8.69,1,1,1,111,3,At Risk/Churn
5795,27,3,142.1,4,3,4,434,11,Champions
5796,90,2,23.36,3,3,2,332,8,Loyal Customers
5797,323,1,6.18,1,1,1,111,3,At Risk/Churn
5798,166,4,44.269999999999996,2,4,3,243,9,Champions
5799,119,4,54.370000000000005,3,4,3,343,10,Champions
5800,153,1,11.46,2,1,2,212,5,At Risk/Churn
5801,222,1,4.5,2,1,1,211,4,At Risk/Churn
5802,54,1,7.1,3,1,1,311,5,At Risk/Churn
5803,313,1,4.09,1,1,1,111,3,At Risk/Churn
5804,211,2,42.05,2,3,3,233,8,Loyal Customers
5805,334,1,16.22,1,1,2,112,4,At Risk/Churn
5806,336,1,20.75,1,1,2,112,4,At Risk/Churn
5807,272,2,41.8,1,3,3,133,7,Loyal Customers
5808,258,1,4.26,1,1,1,111,3,At Risk/Churn
5809,121,2,24.479999999999997,3,3,3,333,9,Champions
5810,364,1,15.67,1,1,2,112,4,At Risk/Churn
5811,242,1,33.37,2,1,3,213,6,Loyal Customers
5812,151,1,10.23,2,1,2,212,5,At Risk/Churn
5813,88,2,32.35,3,3,3,333,9,Champions
5814,122,2,21.169999999999998,2,3,2,232,7,Loyal Customers
5815,167,2,11.809999999999999,2,3,2,232,7,Loyal Customers
5816,246,2,5.84,1,3,1,131,5,At Risk/Churn
5817,191,1,7.1,2,1,1,211,4,At Risk/Churn
5818,277,1,6.25,1,1,1,111,3,At Risk/Churn
5819,262,1,5.87,1,1,1,111,3,At Risk/Churn
5820,347,1,6.74,1,1,1,111,3,At Risk/Churn
5821,69,3,47.78,3,3,3,333,9,Champions
5822,320,1,4.43,1,1,1,111,3,At Risk/Churn
5823,121,1,2.11,3,1,1,311,5,At Risk/Churn
5824,122,6,46.73,2,4,3,243,9,Champions
5825,179,3,379.96000000000004,2,3,4,234,9,Champions
5826,30,3,31.04,4,3,3,433,10,Champions
5827,110,4,31.759999999999998,3,4,3,343,10,Champions
5828,321,1,12.14,1,1,2,112,4,At Risk/Churn
5829,12,2,16.27,4,3,2,432,9,Champions
5830,133,1,30.68,2,1,3,213,6,Loyal Customers
5831,168,1,19.71,2,1,2,212,5,At Risk/Churn
5832,53,3,21.63,3,3,2,332,8,Loyal Customers
5833,122,1,20.25,2,1,2,212,5,At Risk/Churn
5834,222,1,15.670000000000002,2,1,2,212,5,At Risk/Churn
5835,263,1,31.77,1,1,3,113,5,At Risk/Churn
5836,290,1,17.27,1,1,2,112,4,At Risk/Churn
5837,30,1,35.21,4,1,3,413,8,Loyal Customers
5838,214,1,4.23,2,1,1,211,4,At Risk/Churn
5839,303,1,14.38,1,1,2,112,4,At Risk/Churn
5840,292,1,6.69,1,1,1,111,3,At Risk/Churn
5841,136,8,86.61,2,4,4,244,10,Champions
5842,320,1,9.780000000000001,1,1,1,111,3,At Risk/Churn
5843,77,7,49.94,3,4,3,343,10,Champions
5844,153,1,8.12,2,1,1,211,4,At Risk/Churn
5845,150,4,139.62,2,4,4,244,10,Champions
5846,92,4,526.38,3,4,4,344,11,Champions
5847,307,1,13.059999999999999,1,1,2,112,4,At Risk/Churn
5848,61,5,72.35000000000001,3,4,4,344,11,Champions
5849,65,6,77.95,3,4,4,344,11,Champions
5850,61,1,5.87,3,1,1,311,5,At Risk/Churn
5851,291,1,11.18,1,1,2,112,4,At Risk/Churn
5852,281,6,52.08,1,4,3,143,8,Loyal Customers
5853,260,2,22.12,1,3,2,132,6,Loyal Customers
5854,91,2,46.43,3,3,3,333,9,Champions
5855,334,1,14.040000000000001,1,1,2,112,4,At Risk/Churn
5856,338,1,47.25,1,1,3,113,5,At Risk/Churn
5857,167,1,1.42,2,1,1,211,4,At Risk/Churn
5858,292,1,11.52,1,1,2,112,4,At Risk/Churn
5859,339,1,43.68,1,1,3,113,5,At Risk/Churn
5860,347,1,26.09,1,1,3,113,5,At Risk/Churn
5861,271,2,21.11,1,3,2,132,6,Loyal Customers
5862,258,5,49.74,1,4,3,143,8,Loyal Customers
5863,183,3,24.259999999999998,2,3,3,233,8,Loyal Customers
5864,30,6,178.18,4,4,4,444,12,Champions
5865,30,2,12.24,4,3,2,432,9,Champions
5866,320,2,253.87,1,3,4,134,8,Loyal Customers
5867,182,5,57.25,2,4,3,243,9,Champions
5868,346,1,5.73,1,1,1,111,3,At Risk/Churn
5869,209,2,61.17,2,3,3,233,8,Loyal Customers
5870,319,1,5.62,1,1,1,111,3,At Risk/Churn
5871,31,2,86.21000000000001,4,3,4,434,11,Champions
5872,88,5,71.07,3,4,4,344,11,Champions
5873,121,2,14.889999999999999,3,3,2,332,8,Loyal Customers
5874,278,2,41.67,1,3,3,133,7,Loyal Customers
5875,210,1,56.79,2,1,3,213,6,Loyal Customers
5876,321,1,125.69,1,1,4,114,6,Loyal Customers
5877,120,1,14.549999999999999,3,1,2,312,6,Loyal Customers
5878,153,2,12.809999999999999,2,3,2,232,7,Loyal Customers
5879,151,1,17.380000000000003,2,1,2,212,5,At Risk/Churn
5880,254,1,10.36,1,1,2,112,4,At Risk/Churn
5881,285,1,7.49,1,1,1,111,3,At Risk/Churn
5882,283,3,47.739999999999995,1,3,3,133,7,Loyal Customers
5883,319,1,9.120000000000001,1,1,1,111,3,At Risk/Churn
5884,339,1,6.75,1,1,1,111,3,At Risk/Churn
5885,121,5,57.739999999999995,3,4,3,343,10,Champions
5886,285,1,10.23,1,1,2,112,4,At Risk/Churn
5887,207,2,37.0,2,3,3,233,8,Loyal Customers
5888,26,7,182.25,4,4,4,444,12,Champions
5889,254,5,752.12,1,4,4,144,9,Champions
5890,151,2,12.51,2,3,2,232,7,Loyal Customers
5891,283,1,8.43,1,1,1,111,3,At Risk/Churn
5892,212,2,19.029999999999998,2,3,2,232,7,Loyal Customers
5893,57,1,7.63,3,1,1,311,5,At Risk/Churn
5894,15,2,93.82,4,3,4,434,11,Champions
5895,122,3,33.760000000000005,2,3,3,233,8,Loyal Customers
5896,222,2,66.67,2,3,4,234,9,Champions
5897,88,1,5.0,3,1,1,311,5,At Risk/Churn
5898,99,3,44.39,3,3,3,333,9,Champions
5899,111,4,127.19999999999999,3,4,4,344,11,Champions
5900,87,3,47.72,3,3,3,333,9,Champions
5901,72,1,36.440000000000005,3,1,3,313,7,Loyal Customers
5902,208,3,59.75,2,3,3,233,8,Loyal Customers
5903,150,5,167.62,2,4,4,244,10,Champions
5904,59,3,99.26,3,3,4,334,10,Champions
5905,339,1,423.12,1,1,4,114,6,Loyal Customers
5906,209,1,13.12,2,1,2,212,5,At Risk/Churn
5907,323,1,4.91,1,1,1,111,3,At Risk/Churn
5908,286,1,1.38,1,1,1,111,3,At Risk/Churn
5909,251,1,35.989999999999995,1,1,3,113,5,At Risk/Churn
5910,59,1,6.06,3,1,1,311,5,At Risk/Churn
5911,61,10,346.55,3,4,4,344,11,Champions
5912,129,4,90.76,2,4,4,244,10,Champions
5913,158,1,9.16,2,1,1,211,4,At Risk/Churn
5914,333,1,7.98,1,1,1,111,3,At Risk/Churn
5915,136,2,62.95,2,3,3,233,8,Loyal Customers
5916,338,1,4.57,1,1,1,111,3,At Risk/Churn
5917,307,2,171.37,1,3,4,134,8,Loyal Customers
5918,292,2,18.75,1,3,2,132,6,Loyal Customers
5919,211,7,190.51,2,4,4,244,10,Champions
5920,309,1,22.62,1,1,2,112,4,At Risk/Churn
5921,31,5,467.75,4,4,4,444,12,Champions
5922,31,2,55.11,4,3,3,433,10,Champions
5923,278,9,448.12,1,4,4,144,9,Champions
5924,23,7,238.39000000000001,4,4,4,444,12,Champions
5925,244,1,15.190000000000001,1,1,2,112,4,At Risk/Churn
5926,122,1,48.45,2,1,3,213,6,Loyal Customers
5927,59,3,31.13,3,3,3,333,9,Champions
5928,286,4,121.78,1,4,4,144,9,Champions
5929,164,1,9.4,2,1,1,211,4,At Risk/Churn
5930,199,1,5.18,2,1,1,211,4,At Risk/Churn
5931,233,2,167.77,2,3,4,234,9,Champions
5932,352,2,96.06,1,3,4,134,8,Loyal Customers
5933,151,2,11.43,2,3,2,232,7,Loyal Customers
5934,275,2,29.990000000000002,1,3,3,133,7,Loyal Customers
5935,338,2,11.5,1,3,2,132,6,Loyal Customers
5936,313,2,351.83,1,3,4,134,8,Loyal Customers
5937,248,1,21.14,1,1,2,112,4,At Risk/Churn
5938,186,1,34.42,2,1,3,213,6,Loyal Customers
5939,17,8,88.71000000000001,4,4,4,444,12,Champions
5940,71,2,30.560000000000002,3,3,3,333,9,Champions
5941,187,2,45.72,2,3,3,233,8,Loyal Customers
5942,31,10,239.56,4,4,4,444,12,Champions
5943,182,2,38.129999999999995,2,3,3,233,8,Loyal Customers
5944,91,1,15.34,3,1,2,312,6,Loyal Customers
5945,318,1,11.43,1,1,2,112,4,At Risk/Churn
5946,151,7,79.89,2,4,4,244,10,Champions
5947,165,1,9.48,2,1,1,211,4,At Risk/Churn
5948,31,7,109.66,4,4,4,444,12,Champions
5949,279,4,89.5,1,4,4,144,9,Champions
5950,282,1,4.29,1,1,1,111,3,At Risk/Churn
5951,221,3,21.08,2,3,2,232,7,Loyal Customers
5952,181,5,78.77,2,4,4,244,10,Champions
